smiles,klebsiella_pneumoniae,heavy_atoms,has_ring
Brc1ccc2ncccc2c1,0.004676601383835,11,True
Brc1ccc2ncncc2c1,0.005991225130856,11,True
Brc1ccccc1,0.0037746643647551,7,True
C#C[C@]1(O)[C@H](C)CCO[C@H]1C,0.000648015004117,11,True
C1C2CC3CC1CC(C2)C3,0.0009019857970997,10,True
C1CCCCC1,0.001049178186804,6,True
C1CCNCC1,0.0009710739250294,6,True
C1CN(C2=NCCS2)C1,0.0007191625190898,9,True
C1CN2CCC1CC2,0.0007599291857331,8,True
C1CNC2CNCC2C1,0.0007073038723319,9,True
C1CNCCN1,0.0010769540676847,6,True
C1CNCCNC1,0.0008045647409744,7,True
C1CN[C@@H]2CNC[C@@H]2C1,0.0007073038723319,9,True
C1COCCN1,0.0009981846669688,6,True
C1CSCCN1,0.0014299574540928,6,True
C=C1CCO[C@H]2NC(=O)[C@@]1(O)NC2=O,0.0012824778677895,14,True
C=CC1=C(C(=O)O)N2C(=O)CC2SC1,0.0034854949917644,14,True
C=CC1=C(C(=O)O)N2C(=O)C[C@H]2SC1,0.0034854949917644,14,True
C=C[C@]1(O)[C@H](C)CCO[C@H]1C,0.0007253155927173,11,True
CC#C[C@@]1(O)[C@H](C)OCC[C@@H]1C,0.0006262533133849,12,True
CC#C[C@]1(O)[C@H](C)CCO[C@H]1C,0.0006262207170948,12,True
CC(=N)N1CCCC1,0.0006586019881069,8,True
CC(C)/N=c1/ccc2nc3ccccc3[nH]c-2c1,0.0012353882193565,18,True
CC1(C)CCC(O)CC1,0.0006471684318967,9,True
CC1(C)CCC(O)CO1,0.0006455344264395,9,True
CC1(C)CC[C@@H](O)CO1,0.0006455344264395,9,True
CC1(C)CN2C(=O)CC2S1,0.000850974000059,10,True
CC1(C)CN2C(=O)CC2S1(=O)=O,0.0013342651072889,12,True
CC1(C)CN2C(=O)C[C@@H]2S1,0.000850974000059,10,True
CC1(C)CN2C(=O)C[C@H]2S1,0.000850974000059,10,True
CC1(C)CN2C(=O)C[C@H]2S1(=O)=O,0.0013342651072889,12,True
CC1(C)CN2C(=O)[C@@H](/N=C/N3CCCCCC3)[C@H]2S1,0.0008310103439725,19,True
CC1(C)CO[C@@H](O)[C@@H](O)[C@@H]1O,0.0006979872123338,11,True
CC1(C)CO[C@@H](O)[C@H](O)[C@@H]1O,0.0006979872123338,11,True
CC1(C)C[C@H](O)[C@H](O)CO1,0.0006465333863161,10,True
CC1(C)NCC(=O)N1,0.0007648781174793,8,True
CC1(N)CNCNC1,0.0007432666607201,8,True
CC1(O)COCC(O)C1,0.0006860561552457,9,True
CC1=C(C(=O)O)N2C(=O)CC2SC1,0.003020133357495,13,True
CC1=C(C(=O)O)N2C(=O)C[C@H]2OC1,0.0022053206339478,13,True
CC1=C(C(=O)O)N2C(=O)C[C@H]2S1,0.0041262269951403,12,True
CC1=C(C(=O)O)N2C(=O)C[C@H]2SC1,0.003020133357495,13,True
CC1=C(C(=O)[O-])N2C(=O)CC2OC1,0.0033402622211724,13,True
CC1=C(C(=O)[O-])N2C(=O)CC2SC1,0.0042910007759928,13,True
CC1=C(C(=O)[O-])N2C(=O)C[C@H]2SC1,0.0042910007759928,13,True
CC1=C(C=O)N2C(=O)CC2SC1,0.003423384623602,12,True
CC1=C(C=O)N2C(=O)C[C@H]2SC1,0.003423384623602,12,True
CC1=C(N)C(=O)C2=C(C1=O)N1CC3NC3C1C2,0.0037038805894553,17,True
CC1=C(N)C(=O)C2=C(C1=O)N1C[C@H]3N[C@H]3[C@@H]1C2,0.0036870799958705,17,True
CC1=C(N)C(=O)C2=C(C1=O)N1C[C@H]3[C@@H]([C@H]1C2)N3C,0.0025564478710293,18,True
CC1=CC[C@@H](N)CO1,0.0007350897067226,8,True
CC1C(S)=C(C(=O)O)N2C(=O)CC12,0.0051765986718237,13,True
CC1CC(=O)C2(O)OC3CC(O)CC(O)C3OC2O1,0.0158657096326351,19,True
CC1CC(=O)N1S(=O)(=O)O,0.0127296997234225,10,True
CC1CC(C)(O)CCO1,0.0006691721500828,9,True
CC1CCC(C(C)C)C(O)C1,0.0006225298275239,11,True
CC1CCC(O)CO1,0.0007357508293353,8,True
CC1CCC2(C)C(C=O)=CCCC2C1(C)C,0.000862032349687,16,True
CC1CCC2(C)C(C=O)=CCCC2C1C,0.0009183015208691,15,True
CC1CCCCC1,0.0008810317958705,7,True
CC1CCOC(C)C1O,0.0007137779030017,9,True
CC1CCc2cc(F)cc3c(=O)ccn1c23,0.0043180231004953,16,True
CC1CN2C(=O)CC2S1(=O)=O,0.0017674011178314,11,True
CC1CNCC(C)N1,0.0007506894180551,8,True
CC1CNCCN1,0.0008228580118156,7,True
CC1COc2cc(F)cc3c(=O)ccn1c23,0.0033651876728981,16,True
CC1OCC(O)C(N)C1O,0.0007666909950785,10,True
CC1OCCC1O,0.0008180883014574,7,True
CC1Sc2cc(=O)c3cc(F)ccc3n21,0.0057882093824446,15,True
CCCCCCCCN=c1cc[nH]cc1,0.001099380897358,15,True
CCN(O)c1nc(C#N)c(Cl)s1,0.0108784036710858,12,True
CN(C)N=Nc1cnc[nH]1,0.0013415032299235,10,True
CN(c1ccon1)P(=O)(O)O,0.0045644403435289,11,True
CN(c1ccon1)P(=O)([O-])O,0.0039255376905202,11,True
CN1C(=O)[C@]23CC4=CC=C[C@H](O)[C@H]4N2C(=O)[C@@H]1SS3,0.1820252686738968,19,True
CN1CCCC1,0.0009097344009205,6,True
CN1CCNC=N1,0.0010942463995888,7,True
CN1CCNCC1,0.000872412812896,7,True
CN1CCOCC1,0.0007984833791851,7,True
CN1COc2cc(F)cc3c(=O)ccn1c23,0.0049101309850811,16,True
CN1[C@@H]2CCC[C@H]1CC2,0.000758517999202,9,True
CO/N=C(\C=O)c1ccco1,0.0018458501435816,11,True
CO/N=C(\C=O)c1csc(N)n1,0.0027684166561812,12,True
CO/N=C(\C=O)c1nsc(N)n1,0.005199221894145,12,True
CO/N=C1/CCNC1,0.0007951834704726,8,True
COC1=C(N)C(=O)c2ncccc2C1=O,0.0083111030980944,15,True
CON=C(C=O)c1ccco1,0.0019876211881637,11,True
CON=C(C=O)c1csc(N)n1,0.003453996265307,12,True
CON=C1CCNC1,0.0007415444706566,8,True
CO[C@@H]1[C@@H](O)[C@@H](O)COC1(C)C,0.0007270532078109,12,True
CS(=O)(=O)N1CCNC1=O,0.0012853982625529,10,True
CS(=O)(=O)c1ccccc1,0.0011857227655127,10,True
C[C@@H]1CC(=O)[C@]2(O)O[C@@H]3C[C@@H](O)C[C@H](O)[C@H]3O[C@@H]2O1,0.0158899426460266,19,True
C[C@@H]1CCCCO1,0.0007697714027017,7,True
C[C@@H]1CCO[C@@H](C)C1,0.0006582427304238,8,True
C[C@@H]1CCO[C@@H](C)[C@@H]1O,0.0007136855274438,9,True
C[C@@H]1CCO[C@@H](C)[C@@]1(C)O,0.0006882572197355,10,True
C[C@@H]1CCO[C@@H](C)[C@@]12CO2,0.0006476927082985,10,True
C[C@@H]1CCO[C@@H](C)[C@H]1O,0.0007136855274438,9,True
C[C@@H]1CCO[C@@H](C)[C@]12CO2,0.0006476927082985,10,True
C[C@@H]1CC[C@@H](O)CO1,0.0007357508293353,8,True
C[C@@H]1CC[C@]2(OC1)OC[C@H](C)C[C@H]2C,0.0007151148747652,14,True
C[C@@H]1CN2C(=O)C[C@H]2S1(=O)=O,0.0017674011178314,11,True
C[C@@H]1CNC[C@H](C)C1,0.0007481755455955,8,True
C[C@@H]1CNC[C@H](C)N1,0.0007506894180551,8,True
C[C@@H]1C[C@H](O)CCO1,0.0007640291005373,8,True
C[C@@H]1Cn2c(=O)ccc3ncc(=O)n1c32,0.0035364686045795,15,True
C[C@@H]1OCCC[C@@H]1O,0.0007749053183943,8,True
C[C@@H]1OCCC[C@H]1O,0.0007748737116344,8,True
C[C@@H]1OCC[C@@H]1O,0.0008183103636838,7,True
C[C@@H]1OCC[C@@](C)(O)[C@H]1O,0.0007004091748967,10,True
C[C@@H]1OCC[C@@]1(O)C=O,0.0014138554688543,9,True
C[C@H]1C(S)=C(C(=O)O)N2C(=O)C[C@@H]12,0.0051765986718237,13,True
C[C@H]1C(S)=C(C(=O)[O-])N2C(=O)C[C@@H]12,0.0074311336502432,13,True
C[C@H]1C(S)=C(C=O)N2C(=O)C[C@@H]12,0.0038579953834414,12,True
C[C@H]1C/C=C/C=C/C[C@@H](C)OC(=O)CCCCCC1,0.0010632672347128,19,True
C[C@H]1C=C(c2cscn2)CN1,0.0007969447760842,11,True
C[C@H]1CC(=O)N1O,0.0015496669802814,7,True
C[C@H]1CC(=O)N1S(=O)(=O)O,0.0127296997234225,10,True
C[C@H]1CCCCO1,0.0007697714027017,7,True
C[C@H]1CCCOC1,0.0007256091339513,7,True
C[C@H]1CCCO[C@H]1O,0.0008232186664827,8,True
C[C@H]1CNC(=O)c2ccccc2OC1,0.0008360724314115,14,True
C[C@H]1COC(=O)N1,0.0009068406652659,7,True
C[C@H]1COc2cc(F)cc3c(=O)ccn1c23,0.0033651876728981,16,True
C[C@H]1C[C@](C)(O)CCO1,0.0006691721500828,9,True
C[C@H]1Cn2cc([N+](=O)[O-])nc2O1,0.0311052594333887,12,True
C[C@H]1NCc2ccccc21,0.0008011364843696,10,True
C[C@H]1OCCC[C@@H]1O,0.0007748737116344,8,True
C[C@H]1OCC[C@@H](N)[C@@H]1O,0.0007529517170041,9,True
C[C@H]1OC[C@@H](O)[C@@H](N)[C@@H]1O,0.0007666223682463,10,True
C[C@H]1OC[C@H](O)C[C@@H]1O,0.0007558406796306,9,True
C[C@H]1[C@H](O)CCO[C@H]1O,0.0008434225455857,9,True
C[C@]1(O)COC[C@H](O)C1,0.0006860561552457,9,True
C[NH+]1CCCC1,0.0009421061258763,6,True
C[S+]([O-])c1nc2ccccc2[nH]1,0.0017241352470591,12,True
C[n+]1cc[nH]c1,0.0011358503252267,6,True
C[n+]1cc[nH]n1,0.00151590956375,6,True
C[n+]1ccccc1,0.0015074686380103,7,True
Cc1c(F)ccc2[nH]ccc(=O)c12,0.0023214339744299,13,True
Cc1c[nH]c(=O)[nH]c1=O,0.0022040798794478,9,True
Cc1cc(=O)cc[nH]1,0.0018980833701789,8,True
Cc1cc(C)ncn1,0.0011363788507878,8,True
Cc1cc(O)c(C=O)c(O)c1,0.0023715822026133,11,True
Cc1cc(O)ccn1,0.0013107439735904,8,True
Cc1cc[nH]c1,0.0011462937109172,6,True
Cc1ccc(C=O)[nH]1,0.0014297970337793,8,True
Cc1ccc([N+](=O)[O-])o1,0.0193783603608608,9,True
Cc1ccc2c(=O)cc[nH]c2n1,0.0013610157184302,12,True
Cc1ccc[nH]1,0.0010802950710058,6,True
Cc1cccc2c(=O)cc[nH]c12,0.0015506694326177,12,True
Cc1cccc2c(O)cc(=O)oc12,0.0029201535508036,13,True
Cc1cccc2c([O-])cc(=O)oc12,0.0029991047922521,13,True
Cc1cccc2c1OC(=O)CC2,0.0009311052854172,12,True
Cc1cccc2ccc(=O)oc12,0.0044770729728043,12,True
Cc1ccccc1,0.0012436213437467,7,True
Cc1cccnc1,0.0014711569529026,7,True
Cc1ccn(O)c(=O)c1,0.0149225974455475,9,True
Cc1ccncn1,0.0019654021598398,7,True
Cc1ccno1,0.0025680081453174,6,True
Cc1cncc(N)c1,0.0009928201325237,8,True
Cc1coc(=O)o1,0.0017973431386053,7,True
Cc1conc1C,0.0015110811218619,7,True
Cc1cscn1,0.0024161003530025,6,True
Cc1nc2ccccc2[nH]1,0.000846219016239,10,True
Cc1ncc([N+](=O)[O-])[nH]1,0.006207114085555,9,True
Cc1nncs1,0.0035359673202037,6,True
Cc1scc2c1Nc1ccccc1NC2=O,0.0069475397467613,16,True
Clc1cc[nH]c1,0.0030107034835964,6,True
Clc1ccc(Cl)c(Cl)c1,0.0059599871747195,9,True
Clc1ccc(Cl)cc1,0.0038125552237033,8,True
Clc1ccc2c(c1)Cc1ccccc1S2,0.0019416348077356,15,True
Clc1cccc(Cl)c1,0.00436900742352,8,True
Clc1cccc2ncccc12,0.009725198149681,11,True
Clc1ccccc1,0.0034105503000319,7,True
Clc1cncnc1,0.0079151783138513,7,True
Cn1c(=O)nc2[nH]ncnc-2c1=O,0.0215300694108009,13,True
Cn1cc(N)cc1C=O,0.0012350836768746,9,True
Cn1ccc2ccccc21,0.0010723469313234,10,True
Cn1cccc1,0.0010779817821457,6,True
Cn1cccc1C=O,0.0013946580002084,8,True
Cn1cccn1,0.0013089051935821,6,True
Cn1ccnc1,0.0010697117540985,6,True
Cn1cnc(=O)c(O)n1,0.0048773526214063,9,True
Cn1cnc(=O)c([O-])n1,0.0077140959911048,9,True
Cn1cncc1[N+](=O)[O-],0.0075755012221634,9,True
Cn1cnnn1,0.0022615203633904,6,True
Cn1ncnn1,0.0029741439502686,6,True
Cn1sc(=O)[nH]c1=O,0.0348774641752243,8,True
Fc1ccc(F)c(F)c1,0.0040419865399599,9,True
Fc1cccc(Cl)c1,0.0056841080076992,8,True
Fc1cccc(F)c1,0.002910346025601,8,True
Fc1cccc(F)c1C1=CCNCC1,0.0009002190781757,14,True
Fc1ccccc1,0.002407188527286,7,True
N#C[C@H]1CN2CCC1CC2,0.0007469119736924,10,True
N/C=N/c1ccc2ccccc2c1,0.0007561683887615,13,True
N=C(N)NC(=N)N1CCN(CN)CC1,0.0006418342236429,14,True
N=C(N)NC(=N)Nc1ccc(Cl)cc1,0.0015494071412831,14,True
NC(=O)C(C(=O)O)=C1SCS1,0.0043240427039563,11,True
NC(=S)N1CCNCC1,0.0007584340637549,9,True
NC(=S)c1ccncc1,0.0028438589069992,9,True
NC(N)=NC1CCCCC1,0.0006369673064909,10,True
NC(N)=N[C@@H]1[C@@H](O)[C@H](N=C(N)N)C[C@H](O)[C@H]1O,0.0020679249428212,17,True
NC1=C(C(=O)O)C(=O)[C@@H](O)CC1=O,0.0053964839316904,13,True
NC1=NCCN1,0.003450471907854,6,True
NC1=NC[C@@H](CO)N1,0.0020117431413382,8,True
NC1C(O)COCC1O,0.0008438242366537,9,True
NC1CC(N)CC(O)C1,0.0006853853119537,9,True
NC1CCCC(O)C1,0.0007447653915733,8,True
NC1CCNC1,0.0009049722575582,6,True
NC1CCNCC1,0.000878686318174,7,True
NC1COCC(O)C1O,0.000836290011648,9,True
NCC1=CC[C@@H](N)CO1,0.00068685261067,9,True
NCN1CCCC1,0.0008112746290862,7,True
NCN1CCCCC1,0.0007981125963851,8,True
NCN1CCNCC1,0.0008046187576837,8,True
NC[C@H]1OB(O)c2ccccc21,0.0051509160548448,12,True
NCc1ccccc1,0.0008920615073293,8,True
NS(=O)(=O)N1CCN(NC=O)C1=O,0.0024435182567685,13,True
NS(=O)(=O)c1ccccc1,0.0014590572100132,10,True
N[C@@H](C=O)C1=CCC=CC1,0.0007730326615273,10,True
N[C@@H]1CCCCNC1,0.000735543842893,8,True
N[C@@H]1CCCOC1,0.0007742010639049,7,True
N[C@@H]1CCC[C@H](O)C1,0.0007447653915733,8,True
N[C@@H]1CC[C@@H](O)C[C@H]1O,0.0007115210173651,9,True
N[C@@H]1CC[C@@H](O)[C@H](N)C1,0.0007008160464465,9,True
N[C@@H]1CNCC12CC2,0.0006789133767597,8,True
N[C@@H]1COC[C@H](O)[C@H]1O,0.0008362118969671,9,True
N[C@@H]1C[C@H](N)C[C@@H](O)C1,0.0006853853119537,9,True
N[C@@H]1C[C@H](N)C[C@H](O)C1,0.0006853853119537,9,True
N[C@@H]1C[C@H](O)CC[C@H]1O,0.0007071065483614,9,True
N[C@@H]1[C@H]2CNC[C@@H]12,0.0007667036843486,7,True
N[C@H]1CCC[C@@H](O)C1,0.0007447653915733,8,True
N[C@H]1CCNC1,0.0009049722575582,6,True
N[C@H]1COC2C(C1)OCC[C@H]2O,0.0007309188949875,12,True
N[C@H]1COCC[C@@H]1O,0.0008198871510103,8,True
N[C@H]1COC[C@@H](O)C1,0.0007340048905462,8,True
N[C@H]1COC[C@@H](O)[C@@H]1O,0.0008360078209079,9,True
N[C@H]1C[C@@H](N)[C@H](O)[C@@H](O)C1,0.0007526699337176,10,True
N[C@H]1[C@H](O)COC[C@@H]1O,0.0008439322118647,9,True
Nc1c(F)cc(F)c2[nH]ccc(=O)c12,0.0069026229903101,14,True
Nc1cc(C(F)(F)F)cc(N)c1O[C@@H]1CCNC1,0.0019566642586141,18,True
Nc1cc[nH]c(=O)n1,0.003099835012108,8,True
Nc1ccc([SH](=O)=O)cc1,0.0017719904426485,10,True
Nc1ccc2c(N)c3ccccc3nc2c1,0.003191165626049,16,True
Nc1cccc(O)c1,0.0013724714517593,8,True
Nc1ccccc1,0.0012897107517346,7,True
Nc1ccnc(N)n1,0.0023256326094269,8,True
Nc1nc(/C(C=O)=N/O)cs1,0.0085556888952851,11,True
Nc1nc(/C(C=O)=N/O)ns1,0.0246383901685476,11,True
Nc1nc(/C(C=O)=N\O)cs1,0.0047315619885921,11,True
Nc1nc(/C(C=O)=N\O)ns1,0.0111727975308895,11,True
Nc1nc(C(C=O)=NO)cs1,0.0049311723560094,11,True
Nc1nc2ccccc2c2[nH]cnc12,0.0017699456075206,14,True
Nc1nc[nH]c(=O)n1,0.0033138352446258,8,True
Nc1ncc(F)cc1F,0.0028942148201167,9,True
Nc1ncccn1,0.0037191249430179,7,True
Nc1nccs1,0.0026410857681185,6,True
Nc1ncnc2[nH]cnc12,0.0015886105829849,10,True
Nc1nnco1,0.0024784782435745,6,True
O=C(O)C1=C(C[n+]2ccccc2)CS[C@@H]2CC(=O)N12,0.0281175971031188,19,True
O=C(O)C1=C(Cl)CC[C@@H]2CC(=O)N12,0.0134376706555485,13,True
O=C(O)C1=C(Cl)CSC2CC(=O)N12,0.0127767706289887,13,True
O=C(O)C1=C(Cl)CS[C@@H]2CC(=O)N12,0.0127767706289887,13,True
O=C(O)C1=C(S)CS[C@@H]2CC(=O)N12,0.0091500906273722,13,True
O=C(O)C1=C(S)C[C@@H]2CC(=O)N12,0.0088489633053541,12,True
O=C(O)C1=C(S)S[C@@H]2CC(=O)N12,0.0082850363105535,12,True
O=C(O)C1=C([C@H]2CCCO2)S[C@@H]2CC(=O)N12,0.0058893109671771,16,True
O=C(O)C1=CCSC2CC(=O)N12,0.0046203332021832,12,True
O=C(O)C1=CCS[C@@H]2CC(=O)N12,0.0046203332021832,12,True
O=C([O-])C1=C(C[n+]2ccccc2)CSC2CC(=O)N12,0.0327024683356285,19,True
O=C([O-])C1=C(C[n+]2ccccc2)CS[C@@H]2CC(=O)N12,0.0327024683356285,19,True
O=C([O-])C1=C(S)CS[C@@H]2CC(=O)N12,0.0138043649494647,13,True
O=C/C(=N\O)c1nsc(NP(=O)([O-])O)n1,0.0176812186837196,15,True
O=C1C=CNCC1,0.0015837704995647,7,True
O=C1CC(=O)NN1,0.0020076285582035,7,True
O=C1CC2(CCCC2)CC(=O)N1,0.0009134954889304,12,True
O=C1CC2OCCN12,0.0012679500505328,8,True
O=C1CCCN1,0.0011579080019146,6,True
O=C1CCN1S(=O)(=O)O,0.0491938143968582,9,True
O=C1CCN1S(=O)(=O)[O-],0.0255146324634552,9,True
O=C1CCNc2ccc(F)cc21,0.0015535240527242,12,True
O=C1CCO[C@H]2O[C@@H]3[C@@H](O)C[C@H](O)C[C@H]3O[C@@]12O,0.0124173732474446,18,True
O=C1CCc2ccccc21,0.0013333102688193,10,True
O=C1CN(/N=C/c2ccc([N+](=O)[O-])o2)C(=O)N1,0.142057403922081,17,True
O=C1C[C@H]2OCCN12,0.0012679500505328,8,True
O=C1N2CCC[C@H](C2)N1OS(=O)(=O)O,0.0128982365131378,14,True
O=C1NCCN1,0.0012672923039644,6,True
O=C1NCCNC1=O,0.0020074865315109,8,True
O=C1NCCO1,0.0016128888819366,6,True
O=C1NCNC12CCNCC2,0.000667160085868,11,True
O=C1NN=Cc2c[nH]c3cccc1c23,0.0028844065964221,14,True
O=C1OC(O)c2ccccc21,0.0040866616182029,11,True
O=C1OCCN1/N=C/c1ccc([N+](=O)[O-])o1,0.1688806414604187,16,True
O=C1[O][Sb]2[O]CC3[O][Sb]([O]CC1[O]2)[O]C3=O,0.018993416801095,16,True
O=CC1=C(S)S[C@@H]2CC(=O)N12,0.0088614439591765,11,True
O=CC1=C([C@H]2CCCO2)S[C@@H]2CC(=O)N12,0.002899499842897,15,True
O=CC1=CC(O)C(O)C(O)C1,0.0012392636854201,11,True
O=CN/N=C/c1c[n+]([O-])c2ccccc2[n+]1[O-],0.2214855700731277,17,True
O=CN/N=C/c1ccc([N+](=O)[O-])o1,0.2267010807991027,13,True
O=Cn1c(=O)[nH]c2ccccc21,0.004399215336889,12,True
O=S(=O)(O)c1ccc(O)cc1,0.0021156421862542,11,True
O=S(=O)(c1ccccc1)c1ccccc1,0.0006579983164556,15,True
O=[N+]([O-])c1cc([SH](=O)=O)ccc1Cl,0.0300632286816835,13,True
O=[N+]([O-])c1cccc2c1no[n+]2[O-],0.1761135905981063,13,True
O=[N+]([O-])c1ccccc1,0.0074204611591994,9,True
O=[N+]([O-])c1ccccc1Cl,0.0248093381524086,10,True
O=[N+]([O-])c1ccco1,0.0409733727574348,8,True
O=[N+]([O-])c1cccs1,0.0464319176971912,8,True
O=[N+]([O-])c1cn2c(n1)OCCC2,0.0285420548170804,12,True
O=[N+]([O-])c1cnc[nH]1,0.0159624982625246,8,True
O=[N+]([O-])c1cncs1,0.0350276231765747,8,True
O=[N+]([O-])c1ncc[nH]1,0.0273053273558616,8,True
O=c1[nH]c(=O)n(O)cc1F,0.0295336712151765,10,True
O=c1[nH]cc(F)c(=O)[nH]1,0.009585422463715,9,True
O=c1[nH]cnc2[nH]cnc12,0.0035375298466533,10,True
O=c1[nH]cnc2cc(Cl)ccc12,0.003683571703732,12,True
O=c1cc(O)c2c([nH]1)CCCC2,0.0015747717116028,12,True
O=c1cc(O)cc[nH]1,0.0044342563487589,8,True
O=c1cc2oc3[c]([Hg+])c([O-])c(Br)cc3cc-2cc1Br,0.0028590625151991,19,True
O=c1cc[nH]c(=O)[nH]1,0.0046646478585898,8,True
O=c1cc[nH]c2c(Cl)cc(F)cc12,0.0119815347716212,13,True
O=c1cc[nH]c2c(F)cc(F)c(F)c12,0.0091738235205411,14,True
O=c1cc[nH]c2c(F)cc(F)cc12,0.0039580827578902,13,True
O=c1cc[nH]c2cc3c(cc12)OCO3,0.001709746196866,14,True
O=c1cc[nH]c2ccc(F)cc12,0.0028042281046509,12,True
O=c1cc[nH]c2ccccc12,0.0017563065048307,11,True
O=c1cc[nH]c2ncc(F)cc12,0.0034359423443675,12,True
O=c1cc[nH]c2ncccc12,0.0024377321824431,11,True
O=c1cc[nH]c2ncncc12,0.0042002447880804,11,True
O=c1cc[nH]cc1O,0.0081178247928619,8,True
O=c1ccn2c3c(cc(F)cc13)SCC2,0.0098020620644092,15,True
O=c1cn[nH]c2cc3c(cc12)OCO3,0.0039347172714769,14,True
O=c1cnc2ccccc2o1,0.0060820523649454,11,True
O=c1nc[nH]c2[nH]cnc12,0.0032280343584716,10,True
OC12OC3OCC4(CO4)C3(O)OC1OCC21CO1,0.001369725447148,18,True
OC1CC(O)C(O)CO1,0.0009600646444596,9,True
OC1CCC(O)C(O)C1,0.0007558132638223,9,True
OC1CCNCC1,0.0009087790967896,7,True
OC1CCOC1,0.0009153578430414,6,True
OC1CCOCC1O,0.00084775040159,8,True
OC1COCC(O)C1O,0.0009442880400456,9,True
OC1COCC1O,0.0010549692669883,7,True
OC1[C@@H](O)COC[C@@H]1O,0.0009439660934731,9,True
OC1[C@H](O)COC[C@H]1O,0.0009439660934731,9,True
OC[C@@H]1NCC2(CNC2)c2c1[nH]c1ccccc21,0.0007410939433611,18,True
O[C@@H]1CCCOC1,0.0008558885310776,7,True
O[C@@H]1CCOC1,0.0009153578430414,6,True
O[C@@H]1CCOC[C@@H]1O,0.00084775040159,8,True
O[C@@H]1CC[C@@H](O)[C@H](O)C1,0.0007558132638223,9,True
O[C@@H]1CNC=Nc2[nH]cnc21,0.0013226353330537,11,True
O[C@@H]1COC[C@@H]1O,0.0010549692669883,7,True
O[C@@H]1COC[C@H]1O,0.0010549692669883,7,True
O[C@@H]1CO[C@@H](O)C[C@H]1O,0.0009604062070138,9,True
O[C@@H]1C[C@@H](O)[C@H](O)CO1,0.0009600646444596,9,True
O[C@@H]1[C@@H](O)[C@]2(OC[C@@H]1O)O[C@H]1[C@@H](O)COC[C@H]1O2,0.0056634228676557,18,True
O[C@H]1CCOC1,0.0009153578430414,6,True
O[C@H]1CCOC[C@@H]1O,0.00084775040159,8,True
O[C@H]1CC[C@H](O)[C@@H](O)C1,0.0007558132638223,9,True
O[C@H]1[C@H](O)COC[C@@H]1O,0.0009439660934731,9,True
Oc1cc(Cl)c(Cl)cc1Cl,0.0093732886016368,10,True
Oc1ccc(Cl)c(O)c1Cl,0.0096418298780918,10,True
Oc1ccc(Cl)cc1,0.003589532803744,8,True
Oc1ccc(Cl)cc1Cl,0.0087156146764755,9,True
Oc1cccc(Cl)c1,0.004251295235008,8,True
Oc1cccc(Cl)c1O,0.0062672900967299,9,True
Oc1cccc(O)c1,0.0017465318087488,8,True
Oc1ccccc1,0.0018501387676224,7,True
Oc1ccccc1O,0.0023197741247713,8,True
Oc1cccnc1,0.0029322474729269,7,True
SC1=Nc2ccccc2N=C(c2ccccc2)C1,0.0020846910774707,18,True
[N-]=[N+]=NC1CCOC1,0.0060485312715172,8,True
[N-]=[N+]=N[C@H]1CCOC1,0.0060485312715172,8,True
[O-][S+]1CCCC1,0.0020132916979491,6,True
c1cc2c(cn1)OCCC2,0.0010781107703223,10,True
c1ccc2[nH]ccc2c1,0.00164645165205,9,True
c1ccc2c(c1)CCC2,0.0009505982743576,9,True
c1ccc2c(c1)COc1ccccc1C2,0.0006990851834416,15,True
c1ccc2c(c1)Nc1ccccc1S2,0.0018779691308736,14,True
c1ccc2c(c1)OCO2,0.0015108218649402,9,True
c1ccc2cc3ncccc3cc2c1,0.0016764688771218,14,True
c1ccc2ccccc2c1,0.0015568048693239,10,True
c1ccc2nc3c(cc2c1)CCC3,0.0008406081469729,13,True
c1ccc2ncccc2c1,0.0022637837100774,10,True
c1ccc2ncncc2c1,0.0026716524735093,10,True
c1ccc2ocnc2c1,0.0021325265988707,9,True
c1ccccc1,0.001880255411379,6,True
c1ccncc1,0.0025092519354075,6,True
c1ccnnc1,0.0047125481069087,6,True
c1cnccn1,0.0033367546275258,6,True
c1cncnc1,0.0036164452321827,6,True
c1nc[n+]2n1CCC2,0.0009396453970111,8,True
c1ncc2nc[nH]c2n1,0.0022164252586662,9,True
